country,year,gdp_nominal,gdp_per_capita_nominal,gdp_ppp,gdp_per_capita_ppp,gdp_ppp_share,gdp_growth
AFG,2002,4.367,207.946,22.742,1082.924,0.042,NA
AFG,2003,4.553,201.051,25.206,1113.106,0.044,8.7
AFG,2004,5.146,218.461,26.058,1106.324,0.042,0.7
AFG,2005,6.167,252.618,30.054,1231.167,0.045,11.8
AFG,2006,6.925,272.189,32.642,1282.947,0.045,5.4
AFG,2007,8.556,330.295,37.999,1466.942,0.048,13.3
AFG,2008,10.297,389.63,40.227,1522.173,0.049,3.9
AFG,2009,12.066,440.607,48.807,1782.221,0.059,20.6
AFG,2010,15.325,543.652,53.568,1900.285,0.061,8.4
AFG,2011,17.89,611.642,58.216,1990.35,0.063,6.5
AFG,2012,20.293,666.089,67.583,2218.278,0.069,14
AFG,2013,20.17,639.473,72.639,2302.993,0.071,5.7
AFG,2014,20.616,630.136,75.898,2319.876,0.07,2.7
AFG,2015,20.057,594.213,77.358,2291.864,0.069,1
AFG,2016,18.02,520.267,79.784,2303.472,0.068,2.2
AFG,2017,18.883,529.773,83.362,2338.779,0.067,2.6
AFG,2018,18.336,499.799,89.369,2436.006,0.068,1.2
AFG,2019,18.876,499.762,97.801,2589.41,0.07,3.9
AFG,2020,20.136,516.664,100.898,2588.961,0.073,-2.4
AFG,2021,14.278,356.063,85.768,2138.87,0.055,-14.5
AFG,2022,14.501,352.456,86.149,2093.93,0.05,-6.2
AFG,2023,17.329,410.933,91.668,2173.745,0.05,2.7
ALB,1980,1.946,728.359,5.705,2135.051,0.043,2.7
ALB,1981,2.229,817.734,6.601,2421.278,0.045,5.7
ALB,1982,2.296,824.542,7.212,2590.134,0.046,2.9
ALB,1983,2.319,815.529,7.576,2664.062,0.045,1.1
ALB,1984,2.29,788.332,8.007,2756.803,0.044,2
ALB,1985,2.339,788.801,8.136,2744.312,0.042,-1.5
ALB,1986,2.587,855.724,8.765,2899.737,0.043,5.6
ALB,1987,2.566,832.245,8.91,2889.536,0.041,-0.8
ALB,1988,2.53,805.046,9.095,2894.43,0.039,-1.4
ALB,1989,2.779,860.784,10.378,3215.119,0.041,9.8
ALB,1990,2.221,675.736,9.69,2948.374,0.035,-10
ALB,1991,1.333,408.022,7.213,2207.901,0.025,-28
ALB,1992,0.843,259.75,6.846,2108.374,0.021,-7.2
ALB,1993,1.461,452.623,7.681,2380.023,0.022,9.6
ALB,1994,2.361,736.028,8.582,2675.722,0.024,9.4
ALB,1995,2.882,903.989,9.542,2993.381,0.025,8.9
ALB,1996,3.2,1009.967,10.601,3346.305,0.026,9.1
ALB,1997,2.225,706.623,9.606,3051.171,0.022,-10.9
ALB,1998,2.555,816.622,10.572,3379.092,0.024,8.8
ALB,1999,3.226,1037.599,12.103,3893.239,0.026,12.9
ALB,2000,3.488,1129.033,13.237,4285.216,0.026,6.9
ALB,2001,3.927,1283.237,14.658,4789.831,0.028,8.3
ALB,2002,4.356,1427.675,15.561,5100.209,0.028,4.5
ALB,2003,5.561,1829.632,16.745,5509.01,0.029,5.5
ALB,2004,7.177,2371.13,18.144,5994.12,0.029,5.5
ALB,2005,8.052,2673.773,19.747,6557.21,0.029,5.5
ALB,2006,8.896,2972.745,21.557,7203.713,0.03,5.9
ALB,2007,10.677,3595.053,23.466,7901.059,0.03,6
ALB,2008,12.881,4370.562,25.712,8723.954,0.031,7.5
ALB,2009,12.044,4114.09,26.739,9133.533,0.032,3.4
ALB,2010,11.937,4097.833,28.067,9634.94,0.032,3.7
ALB,2011,12.899,4439.89,29.375,10111.205,0.032,2.5
ALB,2012,12.324,4248.909,30.346,10462.732,0.031,1.4
ALB,2013,12.784,4415.6,31.172,10767.136,0.03,1
ALB,2014,13.246,4584.919,32.278,11172.166,0.03,1.8
ALB,2015,11.389,3953.611,33.3,11559.657,0.03,2.2
ALB,2016,11.862,4124.405,34.731,12075.634,0.03,3.3
ALB,2017,13.053,4542.76,36.697,12770.998,0.03,3.8
ALB,2018,15.157,5287.721,38.691,13498.153,0.029,4
ALB,2019,15.399,5395.101,41.723,14618.304,0.03,2.1
ALB,2020,15.192,5353.303,40.97,14437.1,0.029,-3.3
ALB,2021,17.984,6396.166,45.725,16262.599,0.029,8.9
ALB,2022,19.083,6870.21,51.364,18491.562,0.03,4.9
ALB,2023,22.822,8299.278,55.049,20018.303,0.03,3.5
ALB,2024,26.13,9598.191,58.196,21376.586,0.03,3.3
ALB,2025,27.993,10386.312,61.261,22729.717,0.03,3.4
ALB,2026,29.915,11211.431,64.583,24204.289,0.03,3.5
ALB,2027,31.853,11937.672,68.044,25501.31,0.03,3.5
ALB,2028,33.923,12713.803,71.694,26869.356,0.03,3.5
ALB,2029,36.137,13543.306,75.541,28311.117,0.03,3.5
DZA,1980,45.957,2462.085,77.897,4173.188,0.588,-5.4
DZA,1981,48.156,2502.13,87.825,4563.271,0.594,3
DZA,1982,48.599,2446.588,99.22,4994.956,0.629,6.4
DZA,1983,51.582,2514.256,108.673,5296.978,0.646,5.4
DZA,1984,55.906,2640.191,118.9,5615.132,0.653,5.6
DZA,1985,66.346,2988.545,129.529,5834.65,0.666,5.6
DZA,1986,66.783,2929.092,131.873,5783.897,0.643,-0.2
DZA,1987,68.698,2935.816,134.195,5734.819,0.615,-0.7
DZA,1988,56.07,2326.571,136.288,5655.088,0.578,-1.9
DZA,1989,57.041,2309.34,148.43,6009.325,0.585,4.8
DZA,1990,67.171,2684.465,155.217,6203.223,0.568,0.8
DZA,1991,50.65,1975.201,158.542,6182.644,0.548,-1.2
DZA,1992,53.414,2033.196,164.749,6271.14,0.5,1.6
DZA,1993,55.309,2056.556,165.108,6139.207,0.481,-2.1
DZA,1994,46.044,1674.567,167.116,6077.828,0.463,-0.9
DZA,1995,45.654,1626.997,177.184,6314.48,0.464,3.8
DZA,1996,50.945,1783.41,187.285,6556.209,0.464,3.8
DZA,1997,52.287,1800.196,192.61,6631.428,0.451,1.1
DZA,1998,52.297,1772.368,204.708,6937.617,0.462,5.1
DZA,1999,53.011,1769.091,214.248,7149.951,0.461,3.2
DZA,2000,59.418,1947.755,227.427,7455.167,0.455,3.8
DZA,2001,59.413,1919.41,239.525,7738.081,0.457,3
DZA,2002,61.516,1958.238,256.368,8160.932,0.469,5.4
DZA,2003,73.482,2304.603,278.431,8732.343,0.482,6.5
DZA,2004,91.914,2839.82,298.871,9234.105,0.48,4.5
DZA,2005,107.047,3258.153,324.768,9884.874,0.483,5.4
DZA,2006,123.084,3690.572,344.389,10326.201,0.473,2.9
DZA,2007,142.483,4208.244,364.81,10774.713,0.463,3.1
DZA,2008,180.384,5214.762,380.957,11013.174,0.462,2.5
DZA,2009,150.317,4262.144,387.737,10994.019,0.47,1.2
DZA,2010,177.785,4941.493,411.347,11433.29,0.469,4.8
DZA,2011,218.332,5946.345,432.398,11776.513,0.466,3
DZA,2012,227.144,6057.974,451.163,12032.628,0.462,2.4
DZA,2013,229.701,5997.896,470.758,12292.29,0.459,2.6
DZA,2014,238.943,6108.878,498.529,12745.527,0.462,4.1
DZA,2015,187.494,4691.686,519.064,12988.608,0.461,3.2
DZA,2016,180.764,4426.58,544.346,13330.04,0.465,3.9
DZA,2017,190.004,4554.15,562.537,13483.308,0.455,1.5
DZA,2018,194.507,4568.244,583.472,13703.603,0.443,1.4
DZA,2019,193.361,4452.856,601.471,13851.117,0.431,0.9
DZA,2020,164.774,3757.585,558.3,12731.754,0.401,-5
DZA,2021,185.884,4169.984,649.015,14559.497,0.418,3.8
DZA,2022,225.631,4981.822,720.43,15906.751,0.418,3.6
DZA,2023,240.064,5221.813,776.956,16900.136,0.422,4.1
DZA,2024,260.134,5579.128,826.136,17718.286,0.425,3.8
DZA,2025,264.27,5592.852,866.721,18342.736,0.424,3
DZA,2026,270.141,5645.511,904.9,18910.932,0.421,2.5
DZA,2027,275.081,5680.587,941.152,19435.323,0.417,2.1
DZA,2028,279.617,5705.771,978.759,19972.262,0.413,2.1
DZA,2029,284.352,5733.606,1017.851,20523.67,0.409,2.1
AGO,1980,8.73,1055.339,12.494,1510.407,0.094,2.4
AGO,1981,8.17,961.721,13.074,1538.971,0.088,-4.4
AGO,1982,8.17,936.935,13.882,1591.954,0.088,0
AGO,1983,8.514,951.5,15.031,1679.796,0.089,4.2
AGO,1984,9.025,982.624,16.508,1797.332,0.091,6
AGO,1985,11.119,1074.327,17.626,1703.032,0.091,3.5
AGO,1986,10.411,977.905,18.503,1738.043,0.09,2.9
AGO,1987,11.9,1089.96,19.735,1807.637,0.09,4.1
AGO,1988,12.909,1151.19,21.684,1933.704,0.092,6.1
AGO,1989,15.017,1303.41,22.543,1956.704,0.089,0
AGO,1990,16.529,1397.414,22.58,1908.939,0.083,-3.5
AGO,1991,16.022,1310.218,26.165,2139.614,0.091,12.1
AGO,1992,12.354,977.93,29.812,2359.976,0.091,11.4
AGO,1993,8.966,687.658,33.867,2597.482,0.099,11
AGO,1994,6.529,484.971,38.226,2839.506,0.106,10.5
AGO,1995,8.148,585.668,43.071,3095.937,0.113,10.4
AGO,1996,10.51,730.731,48.776,3391.127,0.121,11.2
AGO,1997,12.344,830.042,53.226,3579.153,0.125,7.3
AGO,1998,10.464,680.922,56.349,3666.939,0.127,4.7
AGO,1999,9.895,623.486,58.393,3679.306,0.126,2.2
AGO,2000,12.646,771.405,61.54,3753.81,0.123,3.1
AGO,2001,12.378,730.652,65.573,3870.505,0.125,4.2
AGO,2002,17.312,988.318,75.692,4321.256,0.139,13.7
AGO,2003,20.342,1122.365,79.88,4407.323,0.138,3.5
AGO,2004,26.998,1438.272,91.395,4868.928,0.147,11.4
AGO,2005,41.397,2128.257,107.599,5531.821,0.16,14.2
AGO,2006,58.654,2909.07,124.05,6152.564,0.17,11.8
AGO,2007,73.038,3493.014,143.974,6885.535,0.183,13
AGO,2008,98.79,4554.334,162.582,7495.186,0.197,10.8
AGO,2009,81.705,3630.103,166.856,7413.311,0.202,2
AGO,2010,95.547,4089.461,177.818,7610.721,0.203,5.3
AGO,2011,125.552,5175.442,188.003,7749.77,0.202,3.6
AGO,2012,143.573,5699.986,207.781,8249.101,0.213,8.5
AGO,2013,153.761,5880.641,221.629,8476.286,0.216,4.9
AGO,2014,164.448,6061.865,235.997,8699.296,0.219,4.7
AGO,2015,131.661,4680.829,239.998,8532.432,0.213,0.8
AGO,2016,114.764,3936.361,238.16,8168.812,0.203,-1.7
AGO,2017,139.835,4628.964,242.085,8013.784,0.196,-0.1
AGO,2018,114.189,3651.304,259.089,8284.622,0.197,-0.6
AGO,2019,94.671,2926.143,277.552,8578.72,0.199,-0.2
AGO,2020,66.521,1989.939,261.836,7832.731,0.188,-4
AGO,2021,84.375,2445.388,306.036,8869.641,0.197,2.1
AGO,2022,141.941,3974.666,341.69,9568.094,0.198,4.2
AGO,2023,109.678,2967.384,357.562,9673.949,0.194,1
AGO,2024,113.286,2961.34,374.937,9801.001,0.193,2.4
AGO,2025,118.409,2990.597,392.395,9910.508,0.192,2.8
AGO,2026,124.169,3030.019,412.748,10072.03,0.192,3.3
AGO,2027,133.22,3140.94,434.308,10239.754,0.192,3.3
AGO,2028,141.459,3222.419,457.135,10413.459,0.193,3.4
AGO,2029,150.679,3316.369,481.331,10593.855,0.194,3.4
ATG,1980,0.132,1935.022,0.234,3425.449,0.002,8.2
ATG,1981,0.149,2199.721,0.266,3923.34,0.002,3.8
ATG,1982,0.166,2479.206,0.283,4210.56,0.002,-0.1
ATG,1983,0.185,2793.833,0.309,4677.424,0.002,5.4
ATG,1984,0.212,3259.644,0.353,5426.306,0.002,10.2
ATG,1985,0.246,3848.686,0.392,6128.351,0.002,7.6
ATG,1986,0.298,4730.432,0.446,7093.21,0.002,11.5
ATG,1987,0.347,5611.664,0.488,7887.494,0.002,6.6
ATG,1988,0.411,6756.454,0.531,8721.335,0.002,5.2
ATG,1989,0.455,7544.287,0.581,9627.261,0.002,5.3
ATG,1990,0.479,7942.365,0.621,10298.445,0.002,3
ATG,1991,0.504,8299.523,0.656,10790.348,0.002,2.2
ATG,1992,0.525,8502.543,0.678,10984.248,0.002,1.2
ATG,1993,0.566,8956.336,0.731,11576.621,0.002,5.3
ATG,1994,0.625,9647.035,0.797,12294.397,0.002,6.7
ATG,1995,0.616,9257.311,0.778,11688.965,0.002,-4.4
ATG,1996,0.679,9930.047,0.844,12346.657,0.002,6.6
ATG,1997,0.734,10442.982,0.906,12882.321,0.002,5.5
ATG,1998,0.79,10931.597,0.959,13280.522,0.002,4.7
ATG,1999,0.836,11285.796,1.009,13630.748,0.002,3.7
ATG,2000,0.901,11912.539,1.096,14497.861,0.002,6.2
ATG,2001,0.878,11413.194,1.07,13912.847,0.002,-4.5
ATG,2002,0.898,11562.337,1.097,14131.021,0.002,1
ATG,2003,0.948,12089.419,1.187,15140.058,0.002,6.1
ATG,2004,1.026,12957.491,1.289,16280.935,0.002,5.8
ATG,2005,1.144,14295.184,1.416,17697.314,0.002,6.5
ATG,2006,1.304,16122.047,1.645,20345.765,0.002,12.7
ATG,2007,1.487,18196.388,1.847,22597.388,0.002,9.3
ATG,2008,1.558,18842.054,1.882,22771.223,0.002,0
ATG,2009,1.386,16579.504,1.667,19938.947,0.002,-12
ATG,2010,1.298,15341.821,1.555,18379.632,0.002,-7.8
ATG,2011,1.287,15016.011,1.556,18154.143,0.002,-2
ATG,2012,1.365,15692.753,1.639,18844.398,0.002,3.4
ATG,2013,1.325,15019.671,1.657,18773.037,0.002,-0.6
ATG,2014,1.379,15393.018,1.723,19232.748,0.002,2.2
ATG,2015,1.438,15809.067,1.764,19395.123,0.002,1.4
ATG,2016,1.49,16130.768,1.854,20071.823,0.002,4.1
ATG,2017,1.531,16327.584,1.933,20616.24,0.002,2.5
ATG,2018,1.662,17451.026,2.23,23420.494,0.002,7
ATG,2019,1.725,17851.361,2.424,25082.283,0.002,3.1
ATG,2020,1.411,14382.232,2.053,20932.99,0.001,-18.9
ATG,2021,1.601,16088.64,2.376,23875.701,0.002,8.2
ATG,2022,1.868,18498.453,2.788,27614.42,0.002,9.5
ATG,2023,2.044,19985.469,3.009,29422.925,0.002,4.2
ATG,2024,2.292,22117.858,3.261,31473.728,0.002,5.8
ATG,2025,2.437,23215.537,3.436,32736.428,0.002,3.5
ATG,2026,2.554,24022.234,3.598,33841.675,0.002,2.8
ATG,2027,2.678,24860.925,3.768,34982.279,0.002,2.8
ATG,2028,2.805,25710.671,3.942,36134.011,0.002,2.8
ATG,2029,2.939,26592.132,4.126,37327.846,0.002,2.8
ARG,1980,233.696,8361.209,200.626,7178.033,1.515,0.7
ARG,1981,189.802,6671.428,206.994,7275.709,1.4,-5.7
ARG,1982,94.25,3257.853,212.865,7357.925,1.349,-3.1
ARG,1983,116.267,3962.735,229.458,7820.67,1.364,3.7
ARG,1984,130.544,4374.783,242.496,8126.533,1.332,2
ARG,1985,98.599,3248.745,232.774,7669.666,1.196,-7
ARG,1986,118.565,3857.027,254.429,8276.804,1.241,7.1
ARG,1987,121.561,3909.984,267.327,8598.489,1.225,2.5
ARG,1988,142.386,4524.498,271.339,8622.161,1.151,-2
ARG,1989,91.352,2867.307,262.222,8230.439,1.033,-7
ARG,1990,158.024,4857.796,268.396,8250.735,0.981,-1.3
ARG,1991,211.979,6429.454,306.604,9299.495,1.061,10.5
ARG,1992,255.787,7653.711,345.89,10349.777,1.05,10.3
ARG,1993,264.429,7796.24,376.221,11092.261,1.095,6.3
ARG,1994,287.835,8378.735,406.656,11837.542,1.127,5.8
ARG,1995,288.497,8295.123,403.368,11598.011,1.056,-2.8
ARG,1996,304.282,8645.455,433.454,12315.594,1.074,5.5
ARG,1997,327.436,9196.516,476.692,13388.591,1.116,8.1
ARG,1998,334.244,9283.175,500.611,13903.767,1.129,3.9
ARG,1999,316.998,8709.072,490.507,13475.982,1.054,-3.4
ARG,2000,317.759,8638.543,497.659,13529.29,0.995,-0.8
ARG,2001,300.421,8085.356,486.43,13091.488,0.929,-4.4
ARG,2002,112.458,2997.621,440.172,11733.021,0.806,-10.9
ARG,2003,142.431,3761.088,489.059,12914.244,0.847,9
ARG,2004,164.911,4314.098,546.962,14308.616,0.878,8.9
ARG,2005,199.273,5163.55,614.047,15911.199,0.913,8.9
ARG,2006,232.892,5976.082,683.921,17549.655,0.938,8
ARG,2007,287.921,7315.726,765.724,19456.17,0.973,9
ARG,2008,363.545,9146.79,812.141,20433.475,0.985,4.1
ARG,2009,334.633,8337.811,768.787,19155.3,0.933,-5.9
ARG,2010,424.729,10412.974,856.919,21008.87,0.977,10.1
ARG,2011,527.644,12787.806,927.11,22469.136,0.999,6
ARG,2012,579.666,13889.792,934.679,22396.505,0.958,-1
ARG,2013,611.471,14488.829,973.452,23065.977,0.95,2.4
ARG,2014,563.614,13208.831,965.522,22627.919,0.895,-2.5
ARG,2015,642.464,14895.316,1001.097,23210.096,0.89,2.7
ARG,2016,556.774,12772.868,989.586,22701.938,0.845,-2.1
ARG,2017,643.861,14618.327,1035.699,23514.667,0.837,2.8
ARG,2018,524.431,11786.433,1090.043,24498.379,0.828,-2.6
ARG,2019,446.762,9941.59,1057.633,23535.013,0.759,-2
ARG,2020,385.218,8489.332,1011.999,22302.151,0.727,-9.9
ARG,2021,486.04,10610.191,1191.725,26015.237,0.767,10.4
ARG,2022,632.318,13676.216,1343.968,29068.299,0.78,5.3
ARG,2023,645.511,13823.346,1369.902,29335.855,0.743,-1.6
ARG,2024,604.382,12814.444,1353.804,28704.096,0.696,-3.5
ARG,2025,574.201,12053.982,1447.25,30381.567,0.708,5
ARG,2026,611.292,12705.567,1543.379,32078.789,0.718,4.7
ARG,2027,647.758,13330.203,1633.152,33608.602,0.723,3.9
ARG,2028,682.87,13913.628,1718.207,35008.859,0.725,3.3
ARG,2029,713.896,14401.771,1792.146,36153.855,0.721,2.4
ARM,1992,0.108,31.321,6.255,1812.911,0.019,NA
ARM,1993,0.835,247.884,5.503,1632.917,0.016,-14.1
ARM,1994,0.648,196.98,5.924,1800.591,0.016,5.4
ARM,1995,1.287,399.576,6.534,2029.185,0.017,8
ARM,1996,1.597,503.774,6.998,2207.428,0.017,5.2
ARM,1997,1.639,521.869,7.359,2343.736,0.017,3.4
ARM,1998,1.892,608.415,7.909,2543.006,0.018,6.3
ARM,1999,1.845,597.241,8.275,2677.97,0.018,3.2
ARM,2000,1.912,620.638,8.958,2908.326,0.018,5.9
ARM,2001,2.118,692.287,10.027,3276.649,0.019,9.5
ARM,2002,2.376,779.122,11.69,3832.809,0.021,14.8
ARM,2003,2.807,923.387,13.596,4472.366,0.024,14.1
ARM,2004,3.577,1180.399,15.424,5090.337,0.025,10.5
ARM,2005,4.9,1628.063,18.152,6030.714,0.027,14.1
ARM,2006,6.384,2128.151,21.182,7060.631,0.029,13.2
ARM,2007,9.206,3079.031,24.747,8276.59,0.031,13.7
ARM,2008,11.662,3913.436,26.976,9052.415,0.033,6.9
ARM,2009,8.648,2911.763,23.302,7845.766,0.028,-14.1
ARM,2010,9.26,3121.778,24.104,8125.805,0.027,2.2
ARM,2011,10.142,3417.172,25.757,8678.444,0.028,4.7
ARM,2012,10.619,3575.529,28.109,9464.282,0.029,7.1
ARM,2013,11.121,3732.035,29.563,9920.372,0.029,3.4
ARM,2014,11.61,3889.004,31.162,10438.908,0.029,3.6
ARM,2015,10.553,3529.026,32.475,10859.605,0.029,3.3
ARM,2016,10.546,3524,32.848,10976.02,0.028,0.2
ARM,2017,11.527,3868.906,35.949,12065.632,0.029,7.5
ARM,2018,12.458,4195.963,38.233,12877.363,0.029,5.2
ARM,2019,13.619,4596.861,44.366,14974.555,0.032,7.6
ARM,2020,12.642,4268.681,43.553,14706.317,0.031,-7.1
ARM,2021,13.879,4685.183,47.165,15921.705,0.03,5.8
ARM,2022,19.514,6660.868,56.878,19414.998,0.033,12.6
ARM,2023,24.086,8125.625,63.826,21532.119,0.035,8.3
ARM,2024,25.251,8517.994,69.297,23376.226,0.036,6
ARM,2025,26.578,8964.961,74.023,24968.338,0.036,4.9
ARM,2026,27.418,9247.372,78.79,26573.985,0.037,4.5
ARM,2027,28.941,9760.469,83.848,28277.803,0.037,4.5
ARM,2028,30.929,10430.174,89.227,30089.489,0.038,4.5
ARM,2029,33.203,11196.031,94.952,32017.612,0.038,4.5
ABW,1986,NA,NA,0.681,11187.35,0.003,NA
ABW,1987,NA,NA,0.81,13459.037,0.004,16.1
ABW,1988,NA,NA,0.995,16437.469,0.004,18.6
ABW,1989,NA,NA,1.159,18760.352,0.005,12.1
ABW,1990,NA,NA,1.25,19465.331,0.005,4
ABW,1991,NA,NA,1.395,20932.496,0.005,8
ABW,1992,NA,NA,1.511,21897.004,0.005,5.9
ABW,1993,NA,NA,1.66,22525.571,0.005,7.3
ABW,1994,NA,NA,1.834,23640.184,0.005,8.2
ABW,1995,1.321,16546.617,1.92,24055.044,0.005,2.5
ABW,1996,1.38,16620.854,1.979,23842.355,0.005,1.3
ABW,1997,1.532,17751.072,2.155,24969.168,0.005,7
ABW,1998,1.665,18825.012,2.222,25126.093,0.005,2
ABW,1999,1.723,19215.013,2.285,25483.038,0.005,1.4
ABW,2000,1.873,20681.137,2.516,27775.228,0.005,7.7
ABW,2001,1.896,20740.206,2.68,29312.905,0.005,4.2
ABW,2002,1.962,21307.261,2.696,29283.693,0.005,-0.9
ABW,2003,2.044,21949.392,2.78,29851.565,0.005,1.1
ABW,2004,2.255,23700.571,3.063,32195.255,0.005,7.3
ABW,2005,2.36,24171.995,3.147,32231.958,0.005,-0.4
ABW,2006,2.47,24845.66,3.281,33002.045,0.005,1.1
ABW,2007,2.678,26736.575,3.474,34683.8,0.004,3.1
ABW,2008,2.843,28172.075,3.605,35727.164,0.004,1.8
ABW,2009,2.554,25134.689,3.204,31534.686,0.004,-11.7
ABW,2010,2.454,24093.07,3.154,30974.164,0.004,-2.7
ABW,2011,2.638,25712.438,3.328,32438.671,0.004,3.4
ABW,2012,2.615,25119.747,3.355,32221.701,0.003,-1
ABW,2013,2.728,25813.523,3.631,34361.014,0.004,6.4
ABW,2014,2.791,26129.732,3.636,34040.116,0.003,-1.6
ABW,2015,2.963,27458.248,3.647,33794.213,0.003,-0.6
ABW,2016,2.984,27441.561,3.745,34439.965,0.003,1.7
ABW,2017,3.092,28440.093,4.08,37524.982,0.003,7
ABW,2018,3.276,30082.212,4.279,39287.129,0.003,2.4
ABW,2019,3.396,31096.315,4.271,39110.415,0.003,-2.3
ABW,2020,2.559,23565.55,3.244,29876.108,0.002,-24
ABW,2021,3.103,28813.136,4.072,37813.246,0.003,27.6
ABW,2022,3.545,33032.454,4.819,44908.49,0.003,10.5
ABW,2023,3.945,36743.647,5.257,48967.953,0.003,5.3
ABW,2024,4.258,39697.146,5.679,52944.99,0.003,5.5
ABW,2025,4.445,41492.606,5.898,55054.501,0.003,2
ABW,2026,4.602,43028.108,6.091,56948.502,0.003,1.4
ABW,2027,4.761,44591.171,6.29,58913.65,0.003,1.4
ABW,2028,4.924,46219.465,6.495,60964.834,0.003,1.4
ABW,2029,5.093,47920.419,6.707,63105.542,0.003,1.4
AUS,1980,162.936,11007.874,152.129,10277.787,1.149,2.9
AUS,1981,188.423,12528.838,173.395,11529.563,1.172,4.1
AUS,1982,187.062,12235.188,184.225,12049.62,1.167,0.1
AUS,1983,179.49,11592.38,190.533,12305.539,1.133,-0.5
AUS,1984,197.15,12575.503,209.937,13391.167,1.153,6.3
AUS,1985,174.397,10967.958,228.393,14363.825,1.174,5.5
AUS,1986,181.49,11245.593,238.695,14790.17,1.165,2.4
AUS,1987,213.115,12999.045,256.578,15650.118,1.176,4.9
AUS,1988,271.107,16246.533,276.924,16595.129,1.174,4.3
AUS,1989,308.406,18209.28,301.125,17779.399,1.186,4.6
AUS,1990,324.124,18877.582,317.065,18466.456,1.159,1.5
AUS,1991,324.416,18667.145,324.582,18676.717,1.123,-1
AUS,1992,318.001,18112.355,340.557,19397.085,1.034,2.6
AUS,1993,309.288,17455.056,362.314,20447.66,1.055,3.9
AUS,1994,353.374,19748.8,388.071,21687.874,1.075,4.9
AUS,1995,379.172,20926.032,407.879,22510.379,1.068,2.9
AUS,1996,424.744,23171.947,431.922,23563.574,1.07,4
AUS,1997,426.342,23033.05,459.949,24848.687,1.077,4.7
AUS,1998,381.483,20394.027,486.993,26034.572,1.099,4.7
AUS,1999,411.976,21775.529,515.706,27258.342,1.109,4.4
AUS,2000,400.303,20913.346,543.705,28405.206,1.087,3.1
AUS,2001,378.077,19502.104,570.436,29424.446,1.089,2.6
AUS,2002,425.477,21701.988,603.414,30777.881,1.105,4.2
AUS,2003,541.191,27295.431,633.924,31972.501,1.098,3
AUS,2004,658.776,32863.187,677.678,33806.141,1.087,4.1
AUS,2005,736.434,36256.942,720.063,35450.928,1.071,3
AUS,2006,783.451,37980.835,761.779,36930.167,1.045,2.6
AUS,2007,950.092,45207.756,816.43,38847.793,1.037,4.3
AUS,2008,1056.574,49198.736,853.61,39747.859,1.035,2.6
AUS,2009,1000.837,45772.165,875.856,40056.322,1.063,2
AUS,2010,1254.689,56587.694,907.992,40951.336,1.036,2.4
AUS,2011,1515.589,67293.136,952.503,42291.726,1.026,2.8
AUS,2012,1570.323,68489.256,1007.035,43921.566,1.032,3.8
AUS,2013,1520.13,65247.836,1046.999,44939.863,1.021,2.2
AUS,2014,1457.357,61647.05,1092.825,46227.137,1.013,2.6
AUS,2015,1234.457,51468.795,1128.917,47068.446,1.004,2.4
AUS,2016,1263.667,51821.355,1170.645,48006.646,1,2.7
AUS,2017,1382.668,55845.011,1220.416,49291.76,0.987,2.4
AUS,2018,1419.28,56441.271,1290.175,51307.076,0.981,2.8
AUS,2019,1388.092,54391.307,1367.848,53598.066,0.981,1.8
AUS,2020,1364.828,53249.731,1381.255,53890.665,0.993,-2.1
AUS,2021,1658.439,64352.012,1557.171,60422.561,1.002,5.5
AUS,2022,1724.034,65513.824,1733.499,65873.491,1.006,3.9
AUS,2023,1740.622,64546.866,1831.059,67900.529,0.994,2
AUS,2024,1802.006,65965.622,1897.885,69475.413,0.975,1.2
AUS,2025,1881.14,67978.737,1973.284,71308.542,0.965,2.1
AUS,2026,1965.385,70111.641,2054.934,73306.143,0.956,2.2
AUS,2027,2040.963,71944.415,2138.824,75394.02,0.947,2.2
AUS,2028,2125.575,74038.536,2227.852,77601.084,0.94,2.3
AUS,2029,2219.941,76408.601,2321.979,79920.67,0.934,2.3
AUT,1980,80.923,10731.955,92.651,12287.247,0.7,2.3
AUT,1981,70.121,9280.728,101.316,13409.393,0.685,-0.1
AUT,1982,70.111,9267.664,109.629,14491.441,0.695,1.9
AUT,1983,71.032,9417.235,117.117,15526.939,0.696,2.8
AUT,1984,67.007,8882.629,121.746,16138.983,0.669,0.3
AUT,1985,68.624,9090.795,128.414,17011.347,0.66,2.2
AUT,1986,97.375,12886.095,134.065,17741.469,0.654,2.3
AUT,1987,121.771,16093.014,139.696,18462.011,0.64,1.7
AUT,1988,133.591,17632.815,146.012,19272.241,0.619,1
AUT,1989,133.263,17547.811,157.636,20757.169,0.621,3.9
AUT,1990,166.866,21827.44,170.642,22321.341,0.624,4.3
AUT,1991,174.435,22621.881,182.486,23665.919,0.631,3.4
AUT,1992,195.506,25068.398,190.552,24433.159,0.578,2.1
AUT,1993,190.383,24152.659,196.096,24877.333,0.571,0.5
AUT,1994,203.97,25725.557,205.094,25867.313,0.568,2.4
AUT,1995,241.234,30350.529,214.98,27047.417,0.563,2.7
AUT,1996,237.343,29820.596,224.167,28165.126,0.556,2.4
AUT,1997,213.045,26737.482,232.806,29217.495,0.545,2.1
AUT,1998,218.557,27399.085,243.854,30570.5,0.55,3.6
AUT,1999,217.475,27210.471,256.1,32043.264,0.551,3.6
